,id,hours_type,mon_start,mon_end,mon_overnight,tues_start,tues_end,tues_overnight,wed_start,wed_end,wed_overnight,thurs_start,thurs_end,thurs_overnight,fri_start,fri_end,fri_overnight,sat_start,sat_end,sat_overnight,sun_start,sun_end,sun_overnight
35,E2De90kZUtXIS2dy-vn1yg,REGULAR,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2200.0,False,1700.0,2230.0,False,1700.0,2130.0,False
36,PUZSvR-nEHlhEi0gSADu7w,REGULAR,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2130.0,False,1200.0,2130.0,False,1200.0,2100.0,False
37,ecqjHw3jeEApa9eZ622hAA,REGULAR,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1200.0,2100.0,False
38,tKRg7pxR2Sw7aSrHTQS5mQ,REGULAR,1200.0,2200.0,False,1200.0,2200.0,False,1200.0,2200.0,False,1200.0,2200.0,False,1200.0,2300.0,False,1100.0,2300.0,False,1700.0,2200.0,False
39,VDmV3tPEQqFxzqQJRJazNw,REGULAR,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2100.0,False
40,m1ertlgQIxAl74D7nCsvbQ,REGULAR,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1000.0,2130.0,False,1000.0,2130.0,False
41,rdpY_LeMnDnfeK47eDnDOw,REGULAR,1000.0,100.0,True,1000.0,100.0,True,1000.0,100.0,True,1000.0,100.0,True,1000.0,100.0,True,900.0,100.0,True,900.0,100.0,True
42,xVxjzyMqghCYwVe_dwJzJw,REGULAR,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1000.0,100.0,True,1000.0,100.0,True
43,eJzWmVgMY5x1n281Qw6YDQ,REGULAR,1600.0,2230.0,False,1600.0,2230.0,False,1600.0,2230.0,False,1600.0,2230.0,False,1100.0,2330.0,False,1100.0,2330.0,False,1100.0,2230.0,False
44,_RWkck7niE8VJG3zLXK2ig,REGULAR,,,,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True
45,8zLHresim_7dPvkYSuBVzA,REGULAR,,,,,,,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2100.0,False
46,l4YpEuvIm_RqNXleuDIthw,REGULAR,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False
47,gOjh7RMDZDn4h-QmwnAseA,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1130.0,2300.0,False,930.0,2300.0,False,930.0,2200.0,False
48,IJ2MnBlIvib0aU2hbmr0hg,REGULAR,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,False
49,_VEQpntwiMLUbNPLvxvwzA,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2230.0,False,1600.0,2230.0,False,1600.0,2100.0,False
50,RDZJY7ls8-2hNkkXFIJg4g,REGULAR,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2130.0,False,1700.0,2200.0,False,1700.0,2100.0,False
51,LGNpVs8cRBllNVml8wI0Vg,REGULAR,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2130.0,False
52,l45r09qD9iIkQn9KoKKfuw,REGULAR,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1100.0,2300.0,False,1100.0,2200.0,False
53,jIxhHWqxKd5ZWBIEmsFxWQ,REGULAR,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,0.0,False,1200.0,0.0,False,1700.0,0.0,False,1700.0,2300.0,False
54,MKIngNGj0_cBKV4leGuCjw,REGULAR,1500.0,2200.0,False,1200.0,2200.0,False,1200.0,2200.0,False,1200.0,0.0,False,1200.0,0.0,False,1100.0,0.0,False,1100.0,0.0,False
55,bZhUufqdpg5qxsDKpIRv5A,REGULAR,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2200.0,False
56,q5dHr7QnzUooZ2vSUHyVvg,REGULAR,1200.0,2300.0,False,1200.0,2300.0,False,1200.0,2300.0,False,1200.0,2300.0,False,1145.0,0.0,False,1200.0,0.0,False,1200.0,2300.0,False
57,dXPmYs9b3xyv9Zqa0z8adA,REGULAR,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2130.0,False
58,8a_P_6kYaIM2HdOEd0xzmg,REGULAR,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True
60,fmw_0vST7GjdibObHWLOuQ,REGULAR,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True
61,nqKL5PbJbwwoCK_Xon31kA,REGULAR,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2200.0,False
62,09pqlAR4TSjQXNTiB4cXjw,REGULAR,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1200.0,200.0,True,1600.0,200.0,True
63,I07zWZ_JGqVAp3ZPxIpDYg,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False
64,xVJv__UZMNfW1O4oGUrvWw,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2230.0,False,1600.0,2230.0,False,1600.0,2200.0,False
65,twXlQB0UMBrAVas53QN9BA,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2200.0,False
66,geqpfK2WO6uHJCDpNofURA,REGULAR,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2200.0,False
67,mnFhrH1Fi5GoSuV-5gVpnA,REGULAR,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2300.0,False
68,oz882XuZCxajKo64Opgq_Q,REGULAR,1200.0,2000.0,False,1200.0,2000.0,False,1200.0,2000.0,False,1200.0,2000.0,False,1200.0,2000.0,False,1200.0,2000.0,False,1200.0,2000.0,False
69,smiGOZuyboXfc8LyC2jXpg,REGULAR,1100.0,2300.0,False,1100.0,2300.0,False,1100.0,2300.0,False,1100.0,2300.0,False,1100.0,2300.0,False,900.0,2300.0,False,900.0,2300.0,False
70,qJxjhLQjLcYnpcqqDHS3Jg,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1100.0,2300.0,False,1100.0,2200.0,False
72,47IRTOlC4kjAf1aFKLZDdA,REGULAR,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2000.0,False
73,7bq2nCYCPuvI5o2GCFRAeg,REGULAR,1600.0,100.0,True,1600.0,100.0,True,1600.0,100.0,True,1600.0,100.0,True,1200.0,100.0,True,1200.0,100.0,True,1200.0,100.0,True
74,9uYa1bl3ajS0R9bRraNkbw,REGULAR,700.0,1600.0,False,700.0,1600.0,False,700.0,1600.0,False,700.0,1600.0,False,700.0,1600.0,False,700.0,1600.0,False,700.0,1600.0,False
75,2v0-gBcXethuNFT6rMGiRw,REGULAR,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,900.0,200.0,True,900.0,200.0,True
76,-S_m_GBqkGEjABeO0FaxzA,REGULAR,,,,,,,1100.0,2300.0,False,1100.0,2300.0,False,1100.0,100.0,True,1000.0,100.0,True,900.0,2200.0,False
77,MkjhW1dVbl3e0AxBL0oXKw,REGULAR,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,200.0,True,1000.0,200.0,True,1000.0,100.0,True
78,u21_m6mewRV6pTMn9DCosA,REGULAR,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,0.0,False,1130.0,0.0,False,1100.0,100.0,True,1100.0,100.0,True,1100.0,2300.0,False
81,ZrSNKHiKK_PBB6UHx22FaA,REGULAR,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True
82,EYMC8NHn6U-4WpLo54dQtw,REGULAR,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True
83,uCJqYrBSITSrJBHyMPznwg,REGULAR,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True
84,ysxXehAKCjN137hnfpn6yA,REGULAR,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,200.0,True,1100.0,200.0,True,1100.0,2300.0,False
85,n4XrNsqY2Oi1DB7-2hJzTw,REGULAR,1100.0,2330.0,False,1100.0,2330.0,False,1100.0,2330.0,False,1100.0,2330.0,False,1100.0,30.0,True,1100.0,30.0,True,1100.0,2330.0,False
86,GW-qF7xopcwSeQah6Yvtnw,REGULAR,1030.0,200.0,True,1030.0,200.0,True,1030.0,200.0,True,1030.0,200.0,True,1030.0,200.0,True,1100.0,200.0,True,1200.0,200.0,True
87,QULve82crMjaNkgfqfjl2Q,REGULAR,,,,1700.0,0.0,False,1700.0,0.0,False,1700.0,0.0,False,1600.0,200.0,True,1600.0,200.0,True,1000.0,2200.0,False
88,JwJa6nY_wlZEjagVleWQ-Q,REGULAR,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2100.0,False
89,WESPiF4WcuAYb_r6N4SqgQ,REGULAR,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,2200.0,False
90,Go8U9oJd4CfpO1ik4Z8iKA,REGULAR,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1400.0,2200.0,False
91,FioFvBhgVPV2dZW3mxjxQQ,REGULAR,1130.0,100.0,True,1130.0,100.0,True,1130.0,100.0,True,1130.0,100.0,True,1130.0,100.0,True,1030.0,100.0,True,1030.0,100.0,True
93,KeC3GrFHGRl-vRT8LIuB3g,REGULAR,,,,,,,,,,1600.0,2200.0,False,1600.0,2200.0,False,1200.0,2200.0,False,1200.0,1800.0,False
94,lsqYQYGfpe25wUZk9Wybwg,REGULAR,1630.0,2100.0,False,1630.0,2100.0,False,1630.0,2100.0,False,1630.0,2100.0,False,1630.0,2200.0,False,1630.0,2200.0,False,1200.0,2100.0,False
95,QFEEm3joTWU5ZF4suCuRPQ,REGULAR,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,0.0,False,1000.0,0.0,False,1000.0,0.0,False
96,sqr1T-KLQ7ED49SlAEx49w,REGULAR,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True
97,wxe0Hxxhv4FQtI8EvrgReA,REGULAR,1130.0,100.0,True,1130.0,100.0,True,1130.0,100.0,True,1130.0,100.0,True,1130.0,100.0,True,900.0,100.0,True,900.0,100.0,True
98,zZ7roMv_c8R4slTMPPdkng,REGULAR,,,,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True
99,7LYzR3mMr0GLEItUxyWY7Q,REGULAR,,,,,,,1630.0,0.0,False,1630.0,0.0,False,1630.0,0.0,False,1630.0,0.0,False,1630.0,0.0,False
100,kOqVXdqRzWIEK7XiQWxmJQ,REGULAR,1200.0,0.0,False,,,,1200.0,0.0,False,1200.0,0.0,False,1200.0,0.0,False,1200.0,0.0,False,1200.0,0.0,False
101,pgb_V3Wk56X5HK1NfLFgcw,REGULAR,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,100.0,True,1130.0,100.0,True,1100.0,100.0,True,1100.0,2200.0,False
102,ZAV8c9iGKV8zWHxOpTxdYQ,REGULAR,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2230.0,False,1130.0,2230.0,False,1130.0,2130.0,False
103,ElOE7WzFMX8aMS_hkqtX_w,REGULAR,1700.0,0.0,False,1700.0,0.0,False,1700.0,0.0,False,1700.0,0.0,False,1700.0,0.0,False,1000.0,0.0,False,1000.0,0.0,False
104,bMcozrCMkppinCDu0C5ueA,REGULAR,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1700.0,2200.0,False
105,iiDu_dHw-uB6kR_hVthKEw,REGULAR,630.0,2300.0,False,630.0,2300.0,False,630.0,2300.0,False,630.0,2300.0,False,630.0,0.0,False,700.0,0.0,False,700.0,2300.0,False
106,cwUUnKCZs8Zild6n2uwiSA,REGULAR,1600.0,0.0,False,1600.0,0.0,False,1600.0,0.0,False,1600.0,0.0,False,1100.0,100.0,True,1100.0,100.0,True,1100.0,0.0,False
107,25DUwcQq4ywNMivBjig2Rg,REGULAR,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True
109,7kCMcEEKXqItFv5m0-Yj4g,REGULAR,1100.0,2230.0,False,1100.0,2230.0,False,1100.0,2230.0,False,1100.0,2230.0,False,1100.0,2230.0,False,1100.0,2230.0,False,1100.0,2230.0,False
112,91aDQQV8_OdFC6WIHq4gng,REGULAR,1100.0,2230.0,False,1100.0,2230.0,False,1100.0,2230.0,False,1100.0,2230.0,False,1100.0,2330.0,False,1100.0,2330.0,False,1100.0,2230.0,False
113,XgJWwSXomuSblxFBE-AxpA,REGULAR,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2300.0,False,1100.0,2300.0,False,1000.0,2300.0,False,1000.0,2200.0,False
114,q57nAhieOJtH1wsXhci0Nw,REGULAR,,,,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,200.0,True,1700.0,200.0,True,,,
116,DrfWREMxP-0JCt5Pz8_sUQ,REGULAR,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2100.0,False
118,0s8iv660dB30pHK4W1r6KA,REGULAR,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1200.0,2330.0,False
120,6sM4hFHheaRNwsd74wplEw,REGULAR,1100.0,130.0,True,1100.0,130.0,True,1100.0,130.0,True,1100.0,130.0,True,1100.0,130.0,True,1000.0,130.0,True,1000.0,130.0,True
121,IjshhPQwClaUK1v7z_7CpQ,REGULAR,1130.0,0.0,False,1130.0,0.0,False,1130.0,0.0,False,1130.0,100.0,True,1130.0,100.0,True,1130.0,100.0,True,1030.0,0.0,False
122,jGennaZUr2MsJyRhijNBfA,REGULAR,600.0,1900.0,False,600.0,1900.0,False,600.0,1900.0,False,600.0,1900.0,False,600.0,1900.0,False,600.0,1900.0,False,600.0,1900.0,False
123,LCFZDAaLRpmaidikraTWiw,REGULAR,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False
124,Rr7rhulFCpGvO341g-EWVg,REGULAR,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2100.0,False
125,R7peDyHzKTGilwo_1fjt3g,REGULAR,1600.0,2100.0,False,1600.0,2100.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2100.0,False
126,VORWx6jgDlWDMv1eXks7PQ,REGULAR,,,,1500.0,2300.0,False,1500.0,2300.0,False,1500.0,0.0,False,1500.0,0.0,False,1200.0,0.0,False,,,
127,RJfovzPhmdt-pYHnFboM8w,REGULAR,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True
128,cqQfX8bDkR-7Ijh8JMtqJg,REGULAR,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,0.0,False,1200.0,0.0,False,1200.0,1800.0,False
129,biYgFkftCPue7g3upflUOg,REGULAR,,,,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,,,
130,n6iTeADfaVagZjsoZZ631A,REGULAR,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True
131,eTTnOUoAhbv65vcApwhTgQ,REGULAR,1130.0,0.0,False,1130.0,0.0,False,1130.0,0.0,False,1130.0,200.0,True,1130.0,200.0,True,1000.0,200.0,True,1000.0,0.0,False
132,Uh-vmfKAZAhSeauShT0UEQ,REGULAR,,,,1800.0,2230.0,False,1800.0,2230.0,False,1800.0,2230.0,False,1800.0,2230.0,False,1800.0,2230.0,False,,,
133,tCPxYdZVbsDooH3DQsNLqQ,REGULAR,1200.0,2300.0,False,1200.0,2300.0,False,1200.0,2300.0,False,1200.0,200.0,True,1200.0,200.0,True,1200.0,200.0,True,1200.0,2200.0,False
134,c0d6MwDQGkt4sBLVFQCaMw,REGULAR,,,,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2200.0,False
135,9XovFXshYZEqA-4v2mzh6g,REGULAR,700.0,100.0,True,700.0,100.0,True,700.0,100.0,True,700.0,100.0,True,700.0,100.0,True,1000.0,100.0,True,1000.0,100.0,True
136,tXiS82voSqoBACDxv1uDTw,REGULAR,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False
137,PBt_sana68L9ZjgQzeJ7zw,REGULAR,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1200.0,2300.0,False
138,CWqL2TEq_V9tipCj-X-GoQ,REGULAR,,,,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1000.0,2200.0,False,1000.0,2100.0,False
139,4jkGZhbMPUg3Talazishtg,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2200.0,False
140,vQNe7TD_QDpGtGbkaAqi8Q,REGULAR,,,,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1600.0,100.0,True,1530.0,100.0,True,1700.0,100.0,True
141,FYgNCaNNS8-75rYdq7YvhQ,REGULAR,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2230.0,False,1130.0,2230.0,False,1200.0,2230.0,False,1200.0,2100.0,False
142,Y7B9tTmHPXgNwu5SRGtgtQ,REGULAR,1600.0,2300.0,False,1600.0,2300.0,False,1200.0,2300.0,False,1200.0,2300.0,False,1200.0,0.0,False,1000.0,0.0,False,1000.0,2300.0,False
143,W62OJx5O8xwno-Dn3EuqJw,REGULAR,1030.0,200.0,True,1030.0,200.0,True,1030.0,200.0,True,1030.0,200.0,True,1030.0,200.0,True,1030.0,200.0,True,1030.0,200.0,True
145,273RUO7c-9nYNqIIVdVkjw,REGULAR,1200.0,100.0,True,1200.0,100.0,True,1200.0,100.0,True,1200.0,100.0,True,1200.0,100.0,True,1200.0,100.0,True,1200.0,100.0,True
146,V_6rG2oL56DVDIKPWnZ41A,REGULAR,,,,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2200.0,False,1700.0,2300.0,False,1130.0,2300.0,False,1130.0,2000.0,False
148,3K13iIrTbHmV-qpvz8C7Ew,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2200.0,False
149,Svxkliw-2cfHifMK8EvkIQ,REGULAR,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True
150,a17mI6DjjfWDL6dpZS6oBg,REGULAR,,,,,,,,,,1600.0,2300.0,False,1600.0,2300.0,False,1000.0,2300.0,False,900.0,2300.0,False
152,V_79WoMIjev8LFMueFJudw,REGULAR,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True
153,Hnx34LxtfW4XV0gZ18zMBg,REGULAR,1130.0,0.0,False,1130.0,0.0,False,1130.0,0.0,False,1130.0,0.0,False,1130.0,30.0,True,1000.0,30.0,True,1000.0,0.0,False
154,loRoCo53b30zgHZ_mIMatQ,REGULAR,500.0,2200.0,False,500.0,2200.0,False,500.0,2200.0,False,500.0,2200.0,False,500.0,2200.0,False,500.0,2200.0,False,600.0,2100.0,False
155,mTyK9-_6CYY6XYAG56c68Q,REGULAR,,,,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,1700.0,False
156,5EmqULtZ3IFZ3hjxyXna5Q,REGULAR,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,0.0,False,1600.0,0.0,False,1600.0,0.0,False,1600.0,2300.0,False
157,zqTD7GlF7NVhbHaFWkDSgg,REGULAR,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True,1700.0,200.0,True
159,3KT0PER90UIxVVx9zuzHVA,REGULAR,700.0,200.0,True,700.0,200.0,True,700.0,200.0,True,700.0,200.0,True,700.0,200.0,True,700.0,200.0,True,700.0,200.0,True
160,W2YNtO5W_ZK6o-1t8uLcYw,REGULAR,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2230.0,False,1200.0,2230.0,False,,,
161,i9Gi-LSagCrV6pLUfO2-3A,REGULAR,,,,1330.0,2230.0,False,1330.0,2230.0,False,1330.0,2230.0,False,1200.0,2330.0,False,1200.0,2330.0,False,1200.0,2230.0,False
162,cSvpRCBljhJiE6NFZUwK4w,REGULAR,,,,1600.0,100.0,True,1600.0,100.0,True,1600.0,100.0,True,1600.0,200.0,True,1600.0,200.0,True,,,
164,bsGuOhibpJc-MHNXj9kiUg,REGULAR,1130.0,0.0,False,1130.0,0.0,False,1130.0,0.0,False,1130.0,0.0,False,1130.0,200.0,True,1130.0,200.0,True,1130.0,0.0,False
165,nmSiYGAo8YA4oCXjAAgY5g,REGULAR,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,900.0,200.0,True,900.0,200.0,True
166,zEel4VKJtybhJurBaHbsuw,REGULAR,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,100.0,True,1600.0,100.0,True,1600.0,2300.0,False
167,itOs1rPS8j8sakiwsl1PEw,REGULAR,700.0,0.0,False,700.0,0.0,False,700.0,0.0,False,700.0,100.0,True,700.0,100.0,True,700.0,100.0,True,700.0,0.0,False
170,xayS1Ht3N8g_YBe1wdEDCg,REGULAR,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2300.0,False,1100.0,2300.0,False,1100.0,2200.0,False
171,V8_e5MRjfexH4WFBqjDWCg,REGULAR,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True,1000.0,200.0,True
174,e2fLdVyjH_7KqQ6SoDIM0Q,REGULAR,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2230.0,False,1130.0,2230.0,False,1130.0,2230.0,False,1130.0,2130.0,False
175,IvvgLWS3J6qR4dhYMlDOPA,REGULAR,1130.0,100.0,True,1130.0,100.0,True,1130.0,100.0,True,1130.0,200.0,True,1130.0,200.0,True,1100.0,200.0,True,1130.0,100.0,True
176,ZepRG9iVXXA-u3gH5C-UKA,REGULAR,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True
177,DGlk1nTaaRE6uJFJbKv45A,REGULAR,1630.0,2200.0,False,1630.0,2200.0,False,1630.0,2200.0,False,1630.0,2200.0,False,1630.0,2300.0,False,1630.0,2300.0,False,1630.0,2200.0,False
178,Gx0UVCzWbqeUQpXNZU2ftw,REGULAR,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1500.0,100.0,True,1200.0,100.0,True,1200.0,100.0,True
179,DkhLETFI7Z49Kbsa6E1icA,REGULAR,,,,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2300.0,False,1700.0,2300.0,False,,,
180,m5jCNOs6QG75lkzLhMMryA,REGULAR,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1200.0,200.0,True
181,dz2OSto01aMIWkGHXd8lOg,REGULAR,1600.0,2100.0,False,1600.0,2100.0,False,1600.0,2100.0,False,1600.0,2100.0,False,1600.0,2200.0,False,1100.0,2200.0,False,1100.0,2100.0,False
182,9VGECwLbj29RljD2WVSzaw,REGULAR,1600.0,0.0,False,1130.0,0.0,False,1130.0,0.0,False,1130.0,0.0,False,1130.0,100.0,True,1500.0,100.0,True,1200.0,2200.0,False
