id,hours_type,mon_start,mon_end,mon_overnight,tues_start,tues_end,tues_overnight,wed_start,wed_end,wed_overnight,thurs_start,thurs_start,thurs_overnight,fri_start,fri_end,fri_overnight,sat_start,sat_end,sat_overnight,sun_start,sun_end,sun_overnight
i9Gi-LSagCrV6pLUfO2-3A,REGULAR,,,,1330,2230,False,1330,2230,False,1330,2230,False,1200,2330,False,1200,2330,False,1200,2230,False
cSvpRCBljhJiE6NFZUwK4w,REGULAR,,,,1600,0100,True,1600,0100,True,1600,0100,True,1600,0200,True,1600,0200,True,,,
JdWplSS3RfBFamm4FshtcA,REGULAR,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True
bsGuOhibpJc-MHNXj9kiUg,REGULAR,1130,0000,False,1130,0000,False,1130,0000,False,1130,0000,False,1130,0200,True,1130,0200,True,1130,0000,False
nmSiYGAo8YA4oCXjAAgY5g,REGULAR,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,0900,0200,True,0900,0200,True
zEel4VKJtybhJurBaHbsuw,REGULAR,1600,2300,False,1600,2300,False,1600,2300,False,1600,2300,False,1600,0100,True,1600,0100,True,1600,2300,False
itOs1rPS8j8sakiwsl1PEw,REGULAR,0700,0000,False,0700,0000,False,0700,0000,False,0700,0100,True,0700,0100,True,0700,0100,True,0700,0000,False
HkBMQKpmmdCZgxjKLq3HcQ,REGULAR,1530,0100,True,1530,0100,True,1530,0100,True,1130,0200,True,1130,0200,True,1100,0200,True,1100,0100,True
Jmyya_ylt3Bks4NTcyWgEg,REGULAR,1730,2300,False,1730,2300,False,1730,2300,False,1730,2300,False,1730,0000,False,1730,0000,False,1730,2300,False
xayS1Ht3N8g_YBe1wdEDCg,REGULAR,1100,2200,False,1100,2200,False,1100,2200,False,1100,2200,False,1100,2300,False,1100,2300,False,1100,2200,False
V8_e5MRjfexH4WFBqjDWCg,REGULAR,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True
lAUA9Dr_eFliVB5JGUy3qA,REGULAR,1200,2200,False,1700,2200,False,1700,2200,False,1700,2300,False,1700,2300,False,1700,2300,False,1700,2200,False
PMnU-trprMtR9p3V_9uXLw,REGULAR,1130,2200,False,1130,2200,False,1130,2200,False,1130,2200,False,1130,0000,False,1030,0000,False,1030,2200,False
e2fLdVyjH_7KqQ6SoDIM0Q,REGULAR,1130,2130,False,1130,2130,False,1130,2130,False,1130,2230,False,1130,2230,False,1130,2230,False,1130,2130,False
IvvgLWS3J6qR4dhYMlDOPA,REGULAR,1130,0100,True,1130,0100,True,1130,0100,True,1130,0200,True,1130,0200,True,1100,0200,True,1130,0100,True
ZepRG9iVXXA-u3gH5C-UKA,REGULAR,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True
DGlk1nTaaRE6uJFJbKv45A,REGULAR,1630,2200,False,1630,2200,False,1630,2200,False,1630,2200,False,1630,2300,False,1630,2300,False,1630,2200,False
Gx0UVCzWbqeUQpXNZU2ftw,REGULAR,1700,0100,True,1700,0100,True,1700,0100,True,1700,0100,True,1500,0100,True,1200,0100,True,1200,0100,True
DkhLETFI7Z49Kbsa6E1icA,REGULAR,,,,1700,2100,False,1700,2100,False,1700,2100,False,1700,2300,False,1700,2300,False,,,
m5jCNOs6QG75lkzLhMMryA,REGULAR,1130,0200,True,1130,0200,True,1130,0200,True,1130,0200,True,1130,0200,True,1130,0200,True,1200,0200,True
dz2OSto01aMIWkGHXd8lOg,REGULAR,1600,2100,False,1600,2100,False,1600,2100,False,1600,2100,False,1600,2200,False,1100,2200,False,1100,2100,False
9VGECwLbj29RljD2WVSzaw,REGULAR,1600,0000,False,1130,0000,False,1130,0000,False,1130,0000,False,1130,0100,True,1500,0100,True,1200,2200,False
WDpPZYEZhf7LLv3PyTeb4Q,REGULAR,,,,1200,2000,False,1200,2000,False,1200,2100,False,1200,2200,False,1100,2200,False,1100,1800,False
kiEx6SbKY69fgDF-KVpEWA,REGULAR,1130,2200,False,1130,2200,False,1130,2200,False,1130,2200,False,1130,2300,False,1130,2230,False,1130,2230,False
HL7Kfo9S3eKgJJAEVQ2rbw,REGULAR,1700,2200,False,1700,2200,False,1700,2200,False,1700,2200,False,1700,2300,False,1100,2300,False,1100,2100,False
P9AJqEYOT--zGRfK7QQlmQ,REGULAR,,,,1600,0000,False,1600,0000,False,1600,0000,False,1600,0000,False,1100,0000,False,1000,1700,False
Oj5Seggqo_2FfKSjcAg7yw,REGULAR,1700,2300,False,1700,2300,False,1700,0200,True,1700,0100,True,1700,0200,True,1700,0200,True,1700,2300,False
SZw4rxKrlCphqMyWRv4lZg,REGULAR,,,,1700,2100,False,1700,2100,False,1700,2100,False,1700,2100,False,1700,2100,False,,,
C8-SeZtLTvzZjxB5ObhRjw,REGULAR,1600,2200,False,1600,2200,False,1600,2200,False,1600,2200,False,1200,2200,False,1200,2200,False,1200,2200,False
RX8V-PemYDvTY1V0U42_bA,REGULAR,1700,2200,False,1700,2200,False,1700,2200,False,1700,2200,False,1700,2200,False,1700,2200,False,1700,2200,False
rK-fgI2_-x0T4lxwF9L4Ww,REGULAR,1700,0200,True,1700,0200,True,1700,0200,True,1700,0200,True,1700,0200,True,1200,0200,True,1200,0200,True
gwiBd_RCD2Hcd3_ESjyMbA,REGULAR,1100,2200,False,1100,2200,False,1100,2200,False,1100,2200,False,1100,2300,False,1100,2300,False,1100,2200,False
AOiNvHQUa5tAJN7Xt4176A,REGULAR,1500,2300,False,1500,2300,False,1500,2300,False,1500,0200,True,1000,0200,True,1000,0200,True,1000,0000,False
ZfGuMUhFbSBx0yAKc0GPIA,REGULAR,,,,,,,1600,2200,False,1600,2200,False,1600,2300,False,1000,2300,False,1000,1500,False
b8_a5LuSt0Gcy-TZIvDl3g,REGULAR,1100,2300,False,1100,2300,False,1100,2300,False,1100,2300,False,1100,2300,False,1000,2300,False,1000,2300,False
CkmykRQcSfIsbb62F4NQoQ,REGULAR,1100,2100,False,1100,2100,False,1100,2100,False,1100,2100,False,1100,2200,False,1100,2200,False,1100,2100,False
9RH1xBIMMAZXg9s_XW_sLg,REGULAR,1730,2030,False,1730,2030,False,1730,2030,False,1730,2030,False,1730,2130,False,1730,2130,False,,,
TLtykd3vG5_BG-8MP66RHg,REGULAR,1500,2300,False,1500,2300,False,1500,2300,False,1500,2300,False,1500,0000,False,1200,0000,False,1400,2200,False
U4C0Bgoeqev9Ee1_upRccQ,REGULAR,,,,,,,1600,2200,False,1600,2200,False,1600,2200,False,1500,2200,False,1500,2100,False
DZnhcxnSys_emI7ZHd5jYg,REGULAR,0700,0000,False,0700,0000,False,0700,0000,False,0700,0000,False,0700,0000,False,0700,0000,False,0700,0000,False
e3ub67T0KLXf61S9if9fvg,REGULAR,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True
X3ltF7mz6rPCSzRRrZjrPw,REGULAR,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False
w2uRbCHkWjjHzHnYRsG-EQ,REGULAR,1600,2300,False,1600,2300,False,1600,2300,False,1600,0100,True,1600,0200,True,1100,0200,True,1100,2100,False
0goWTmfdgwOe6b-pPPp3Gg,REGULAR,1100,2200,False,1100,2200,False,1100,2200,False,1100,2200,False,1100,2230,False,1100,2230,False,,,
SvMVqEWYJXPOr6vJlRYnrg,REGULAR,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False,1000,2200,False,1000,2100,False
5-yfhwOIkUhvDE_O9E0EjQ,REGULAR,1600,2100,False,1600,2100,False,1600,2100,False,1600,2100,False,1600,2200,False,1200,2200,False,1200,2100,False
gkCSVmq6Mx8Z04KzkrHzCA,REGULAR,,,,1700,2100,False,1700,2100,False,1700,2100,False,1700,2200,False,1700,2200,False,,,
taSC4yudIFopVkXi1y0qTA,REGULAR,0600,2000,False,0600,2000,False,0600,2000,False,0600,2000,False,0600,2000,False,0600,2000,False,0600,2000,False
VEmNgxY90VOc5HNprOiXlw,REGULAR,1600,2200,False,1600,2200,False,1600,2200,False,1600,2200,False,1600,2300,False,1600,2300,False,1600,2100,False
jARXdEubmCxBtN55PYVd7w,REGULAR,1700,0100,True,1700,0100,True,1700,0100,True,1700,0100,True,1700,0100,True,1100,0100,True,1100,0100,True
DkuCJwpeiGhW41EEcOKweg,REGULAR,1600,2200,False,1600,2200,False,1600,2200,False,1200,2300,False,1200,0000,False,0700,0000,False,0700,2200,False
n5c-AeQYPJxIpjiuOKjxOg,REGULAR,,,,,,,1500,2200,False,1500,2200,False,1500,0200,True,2100,0200,True,,,
mqDsEyybiu1yXYu3LgwbZg,REGULAR,1100,2200,False,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False,1100,2200,False
OxobKchEqJU2BZi6qc0QBA,REGULAR,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True,1200,0100,True
r2CqNYEZyVT3Ay9DRYeF9w,REGULAR,1600,2300,False,1600,2300,False,1600,2300,False,1600,2300,False,1200,0000,False,1100,0000,False,1100,2100,False
1A9alCsYB5Z5PW3yvH1HnQ,REGULAR,1700,2100,False,1700,2100,False,1700,2100,False,1700,2100,False,1700,2130,False,1700,2130,False,,,
PemL86B9bU5bpOOs0NDosA,REGULAR,,,,1700,0100,True,1700,0100,True,1700,0100,True,1600,0100,True,1600,0100,True,,,
DrBE3gxgCkIZiBupHBHzDQ,REGULAR,,,,,,,1600,2100,False,1600,2100,False,1200,2200,False,1200,2200,False,1200,2000,False
SmOX52W6mib-qT7GptyDVQ,REGULAR,,,,,,,1700,2200,False,1700,2200,False,1700,2200,False,1700,2200,False,1000,1500,False
mmJ2ixPN8NIkEEIM4oHd8g,REGULAR,1600,2300,False,1600,2300,False,1600,2300,False,1500,0100,True,1500,0100,True,1130,0100,True,1130,2300,False
o9DfCXqPQvzEPdBSaCBd1g,REGULAR,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False
JdVlUaXM9aZQ68tjgonszw,REGULAR,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False,1200,2200,False,1200,2200,False,1200,2100,False
vCaaXCYqpBsxJy2kBR67IA,REGULAR,,,,1600,0030,True,1600,0030,True,1600,0200,True,1600,0200,True,1630,0200,True,,,
fUXHR5XBFa4qV_NvPXpuAA,REGULAR,1600,0000,False,1600,0000,False,1600,0000,False,1600,0000,False,1100,0000,False,1100,0000,False,1100,2200,False
sXLcNEfvFvIe1-HPAhRh8w,REGULAR,1500,2000,False,1500,2100,False,1500,2100,False,1130,2100,False,1130,2200,False,1130,2200,False,1130,2000,False
TIdF3xCwr--XdC1QEUxaJA,REGULAR,1600,0100,True,1600,0100,True,1600,0100,True,1600,0100,True,1600,0100,True,1600,0100,True,,,
WlsDN2Gh3_04c-FnWjzw7g,REGULAR,1700,2200,False,1700,2200,False,1700,2200,False,1700,2300,False,1700,2300,False,1700,2300,False,1030,1500,False
2OPwmUgtjb3nhClb7IEOxA,REGULAR,,,,1130,2000,False,1130,2000,False,1130,2000,False,1130,2100,False,1130,2100,False,,,
6cE6ZKMM9QXEQIuxH_5R1w,REGULAR,1700,2100,False,1700,2100,False,1700,2130,False,1700,2130,False,1700,2130,False,1700,2130,False,1700,2100,False
0fbJdAPMHQBUGl4aNsg7-Q,REGULAR,1130,2200,False,1130,2200,False,1130,2200,False,1130,2200,False,1130,2300,False,1130,2300,False,1130,2200,False
VGU8Cy97So-jQCtWLKO6bA,REGULAR,1600,2300,False,1600,2300,False,1600,2300,False,1600,0100,True,1600,0130,True,1030,0130,True,1030,2200,False
JEbgVwRUsQ3arKPhGXQj7Q,REGULAR,,,,,,,1700,2200,False,1700,2200,False,1700,2200,False,1700,2200,False,,,
J4UsOYwRprbJXIVB_NcldQ,REGULAR,1600,2200,False,1600,2200,False,1600,2200,False,1600,2200,False,1600,2200,False,1200,2200,False,1200,2100,False
1exJzD7WPZzJ72JRG1CGWg,REGULAR,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False,1100,0000,False
ZQNf8895P81vjCfyipjhYw,REGULAR,,,,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,,,
op2-8aK7VaNvXG8Yxas35g,REGULAR,1700,2300,False,1700,2300,False,1700,2300,False,1200,2300,False,1200,2300,False,1100,2300,False,1100,2300,False
A3D8gBGNmt51kvcI0GkaGQ,REGULAR,1600,0000,False,1600,0000,False,1600,0000,False,1600,0000,False,1600,0100,True,1200,0100,True,1200,0000,False
7MN8kNyuKDZtoSoVdZDCpg,REGULAR,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True
8M0tAAyPMfsvHNWWUQ237Q,REGULAR,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True
pwejc1NUK6cQz7aK_4XYEQ,REGULAR,1700,0000,False,1700,0000,False,1700,0000,False,1700,0000,False,1700,0200,True,1700,0200,True,1700,2200,False
r7-YSA7Z8p4KISZ-jEww5A,REGULAR,1130,2100,False,1130,2100,False,1130,2100,False,1130,2100,False,1130,2200,False,1130,2200,False,1130,2100,False
wFSkfP9aE_F99p-K00JA4w,REGULAR,1130,2200,False,1130,2200,False,1130,2200,False,1130,2200,False,1130,2200,False,1100,2200,False,1100,2200,False
K676uk86gZfTBbXw9TvbMw,REGULAR,1600,0000,False,1600,0000,False,1600,0000,False,1600,0000,False,1600,0000,False,1600,0000,False,1200,2000,False
uUMnZINNYCvgdX7jla4PLA,REGULAR,1130,2300,False,1130,2300,False,1130,2300,False,1130,2300,False,1130,0000,False,1130,0000,False,1130,2300,False
Qfh5uqZMzS5XB-7GXsgUhw,REGULAR,,,,,,,1600,2300,False,1600,2300,False,1600,0000,False,1100,0000,False,1100,2100,False
nBG0C0J7bnBnUMB39F5O-A,REGULAR,1200,2200,False,1200,2200,False,1200,2200,False,1200,2200,False,1200,2300,False,1100,2300,False,1000,2200,False
D37JiBDWxz130VOHIjQhxA,REGULAR,,,,,,,1700,2100,False,1700,2100,False,1700,2100,False,1700,2100,False,,,
arnbjQR2n0-6-iqdBB_gHw,REGULAR,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1000,0200,True,1000,0200,True
bNZ3-0rse12NKdSVqQ30xw,REGULAR,1100,2100,False,1100,2100,False,1100,2100,False,1100,2200,False,1100,2200,False,1030,2200,False,1030,1600,False
5oKcsAsYqWOtNLEwMnoWuw,REGULAR,,,,1100,2200,False,1100,2200,False,1100,2200,False,1100,2200,False,1100,2200,False,,,
X0mY5Pf7Fj_kfWmwDEqwdQ,REGULAR,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1100,0200,True,1100,0200,True
vRlGCME1KCFPQc_hW2AVlA,REGULAR,,,,1200,2100,False,1200,2100,False,1200,2200,False,1200,2200,False,1200,2200,False,,,
FmAIHFqUBNkCw3YBCRQLmQ,REGULAR,,,,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False,1200,2100,False
sV538upjEMiKNVFZBS5zMQ,REGULAR,1700,2300,False,1700,2300,False,1700,2300,False,1700,0000,False,1700,0000,False,1200,0000,False,1100,2200,False
PYDzfxSLUCCwQysbOkFSVA,REGULAR,,,,1500,0200,True,1500,0200,True,1500,0200,True,1500,0200,True,1500,0200,True,,,
DIRXMPneSiHoOani8QnI3A,REGULAR,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1400,0200,True,1600,0200,True
leGlDtF4iveddK_uuBC8lQ,REGULAR,1600,2200,False,1600,2200,False,1600,2200,False,1600,2200,False,1200,2200,False,1200,2200,False,1100,2100,False
D0XChUzTgYwOzU33n4W59g,REGULAR,1200,2000,False,,,,1200,2000,False,1200,2000,False,1200,2200,False,1200,2200,False,1200,2000,False
Zm29bLI2eYCevnse4n2U1g,REGULAR,0900,2300,False,0900,2300,False,0900,2300,False,0900,2300,False,0900,2300,False,0800,2300,False,0800,2300,False
xyoagpWYgFuIKcCE425epA,REGULAR,1100,2300,False,1100,2300,False,1100,2300,False,1100,2300,False,1100,0000,False,1100,0000,False,1100,2300,False
um4x6dIkv8w2a4e0VkRNmA,REGULAR,,,,1530,2300,False,1530,2300,False,1530,2300,False,1530,0100,True,1530,0100,True,1230,2300,False
W0Lmpe7yIVercq9ouNzrxA,REGULAR,1100,2200,False,1100,2200,False,1100,2200,False,1100,2200,False,1100,2300,False,1100,2300,False,1100,2300,False
Y1-cXsWZ1v2rRj5MMtFsqA,REGULAR,,,,1130,2000,False,1130,2000,False,1130,2000,False,1130,2000,False,1130,2000,False,,,
IeJ6oKr3MW5bSlwmlkknwg,REGULAR,1600,0000,False,1600,0000,False,1600,0000,False,1600,0200,True,1600,0200,True,1100,0200,True,1100,0000,False
7ldhMPx4MBqQu_1Yj61T-w,REGULAR,1500,0100,True,1500,0100,True,1500,0100,True,1500,0100,True,1500,0100,True,1500,0100,True,1500,0100,True
VxoRKAebGksNn5ewTGGxQQ,REGULAR,0700,0000,False,0700,0000,False,0700,0000,False,0700,0000,False,0700,0000,False,0700,0000,False,0700,0000,False
nfZLdMmcqPbmSooutrc9yQ,REGULAR,1100,1700,False,,,,1100,1700,False,1100,2100,False,1100,1700,False,1100,1700,False,1100,1700,False
CoZmZKv2lCYd-UoAsAUobA,REGULAR,1700,2100,False,1700,2100,False,1700,2100,False,1700,2100,False,1700,2100,False,1700,2100,False,,,
aehgQxttnq8h6LEKsu9T7g,REGULAR,1130,0200,True,1130,0200,True,1130,0200,True,1130,0200,True,1130,0200,True,1100,0200,True,1100,0200,True
I2DIg6ZRkA1PNCf5zWeAFw,REGULAR,0630,2200,False,0630,2200,False,0630,2200,False,0630,2200,False,0630,2200,False,0700,2200,False,0700,2200,False
THeSIOFvgOMoq7_iXQxFCw,REGULAR,1130,2100,False,1130,2100,False,1130,2100,False,1130,2200,False,1130,2200,False,1130,2200,False,1130,2100,False
XCPxbHLo0kmWSQv3ZqJvBg,REGULAR,1600,0100,True,1600,0100,True,1600,0100,True,1600,0100,True,1600,0100,True,1100,0100,True,1100,0100,True
vyE6uuzEcB8vl11skeofrQ,REGULAR,1630,2200,False,1630,2200,False,1630,2200,False,1630,2200,False,1630,2200,False,1630,2200,False,1500,2100,False
UJJFLUq9PY8uzzM0-9kiiQ,REGULAR,1700,2200,False,1700,2200,False,1700,2200,False,1700,2200,False,1700,2300,False,1000,2300,False,1000,2100,False
UAtX7xmIfdd1W2Pebf6NWg,REGULAR,1100,0100,True,1100,0100,True,1100,0100,True,1100,0100,True,1100,0100,True,1100,0100,True,1200,0100,True
BRjvpMJ8C_1_mdB3n3tAgA,REGULAR,1600,2200,False,,,,1600,2200,False,1600,2200,False,1600,2200,False,1600,2200,False,1600,2200,False
mI7qw74vuPgf4LJWH3M2oA,REGULAR,1130,0200,True,1130,0200,True,1130,0200,True,1130,0200,True,1130,0200,True,1700,0200,True,1700,0200,True
LSmYTw4HvU0lDBK4Mg2KyQ,REGULAR,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True,1100,0100,True,1100,0100,True
vxkOVmhReRa4XYfAT1hMxA,REGULAR,1200,2230,False,1200,2230,False,1200,2230,False,1200,2230,False,1200,2330,False,1100,2330,False,1100,2230,False
Qz7YOjaJ89TFdWhtt4mAiw,REGULAR,1600,2130,False,1600,2130,False,1600,2130,False,1600,2200,False,1200,2200,False,1200,2200,False,1200,2130,False
VjU5s6LPOksItZRUDT-g0Q,REGULAR,1100,0100,True,1100,0100,True,1100,0100,True,1100,0100,True,1100,0100,True,1100,0100,True,1100,0100,True
25sny_QPRSFNxCPqu1oRqw,REGULAR,1100,0000,False,1100,0000,False,1130,2100,False,1100,0000,False,1100,1400,False,1030,1400,False,1000,0000,False
l6Ye6vPB6ZPZbxVxMMgvPQ,REGULAR,,,,1100,2300,False,1100,2300,False,1100,2300,False,1100,0100,True,1100,0100,True,1200,2300,False
CJ0DuAPIract7wPMWgsXbg,REGULAR,1200,0100,True,1200,0100,True,1200,0100,True,1200,0100,True,1200,0100,True,1200,0100,True,1200,0100,True
M0fRUDEo9mbnZFXhvshlFw,REGULAR,1600,2300,False,1600,2300,False,1600,2300,False,1600,0100,True,1600,0100,True,1100,0100,True,1100,2200,False
kZtRAdoLiIXSrNOee9FvXA,REGULAR,,,,,,,0800,1600,False,0800,1600,False,0800,1600,False,0800,1600,False,0800,1500,False
uMZoY7AyG08rnN-YiQN7fA,REGULAR,,,,1500,0000,False,1500,0000,False,1200,0000,False,1200,0200,True,1200,0200,True,,,
IhjP8q2cHol4ziuiDFdK2Q,REGULAR,1600,2130,False,1600,2130,False,1600,2130,False,1600,2130,False,1600,2130,False,1100,2130,False,1100,2130,False
8dZZy6AV4Bu_ftoDKQWpEQ,REGULAR,1200,2000,False,1200,2000,False,1200,2000,False,1200,2000,False,1200,2000,False,1200,2000,False,1200,2000,False
YFkrZhuA1phCiJB1EJV39w,REGULAR,1100,0100,True,1100,0100,True,1100,0100,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0100,True
4lMpwHFzxmirHqLSsj8BjQ,REGULAR,1700,2300,False,1700,2300,False,1700,2300,False,1700,2300,False,1700,0000,False,1030,0000,False,1030,2300,False
sYhfhua7GWiGLQkIUP_TWQ,REGULAR,1130,2300,False,1130,2300,False,1130,0000,False,1130,0100,True,1130,0200,True,1100,0200,True,1000,0000,False
KZvguSQqWh9Jl_LGgKTTAg,REGULAR,,,,,,,1100,2300,False,1100,2330,False,1100,2330,False,1000,2330,False,1000,2300,False
yXVgVKV-Ek_tE9EZXMVTEQ,REGULAR,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True
nvlxtOwbGqPW8E6_sYTfvw,REGULAR,1700,2200,False,1700,2200,False,1700,2200,False,1700,2200,False,1700,2300,False,1700,2300,False,1700,2200,False
bqC8cTtPJmSAW6NUVHV9YQ,REGULAR,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True,1000,0200,True
KcHqZ_IQMHhrL0y9PakxJA,REGULAR,1400,0100,True,1400,0100,True,1400,0100,True,1400,0200,True,1400,0200,True,1400,0200,True,1400,0100,True
k2WHkTntti49DrasMPAwzg,REGULAR,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1700,0200,True,1800,0200,True
SeCCwykRJ7Y7S5Qok4px2w,REGULAR,,,,,,,1100,2200,False,1100,2200,False,1100,2300,False,1100,2300,False,1100,2200,False
ru2PbckR1YiXNggUVL_kEw,REGULAR,,,,1130,0000,False,1130,0000,False,1130,0000,False,1130,0100,True,1600,0100,True,,,
fKRNzZM4XWlPiCPdjMUYNg,REGULAR,1600,0200,True,1600,0200,True,1600,0200,True,1600,0200,True,1200,0200,True,1200,0200,True,1200,0200,True
n-5xA19txqjxmRdKB3A6bg,REGULAR,1700,0100,True,1700,0100,True,1700,0100,True,1700,0200,True,1700,0200,True,1700,0200,True,1700,0100,True
t77sOZmbHMB6n3whAQT8MA,REGULAR,,,,1600,2300,False,1600,2300,False,1600,2300,False,1600,0100,True,1100,0100,True,,,
01_V3jriaILJvam7JVSFTg,REGULAR,1100,2300,False,1100,2300,False,1100,2300,False,1100,2300,False,1100,0100,True,1000,0100,True,1000,2300,False
oDoacShrKZFDO-X4NrhKUg,REGULAR,1000,2100,False,1000,2100,False,1000,2100,False,1000,2100,False,1000,2200,False,1000,2200,False,1000,2100,False
ULGoHTVLp5ZgUEBoxFb4vg,REGULAR,,,,1200,2000,False,1200,2130,False,1200,2130,False,1200,2130,False,1200,2130,False,1200,2000,False
pHIfIJiANQNDO_JxQKnorw,REGULAR,,,,1700,2045,False,1700,2045,False,1700,2045,False,1700,2045,False,1700,2045,False,,,
8hJIgeFWS_WXgQBvCpjeQg,REGULAR,1700,0000,False,1700,0000,False,1700,0000,False,1700,0000,False,1700,0000,False,1130,0000,False,1130,2130,False
MUA4S74hYjUGVtDNf8tj6w,REGULAR,1700,2300,False,1700,2300,False,1700,2300,False,1700,2300,False,1100,2300,False,1030,2300,False,1030,2200,False
lcarZ5Oj_pWYoENAEK2t8A,REGULAR,1130,0100,True,1130,0100,True,1130,0100,True,1130,0100,True,1130,0200,True,1000,0200,True,1000,0100,True
uexdYC40dpPjGG9LGjeQ5w,REGULAR,1800,0100,True,1800,0100,True,1800,0100,True,1800,0100,True,1800,0100,True,1200,0100,True,1100,0100,True
UoAbVHm6A04avk-QIhiWYQ,REGULAR,0900,0200,True,0900,0200,True,0900,0200,True,0900,0200,True,0900,0200,True,0900,0200,True,1200,0200,True
nq902iEwTCZv-EzZV2wHQA,REGULAR,1130,0000,False,1130,0000,False,1130,0000,False,1130,0000,False,1130,0100,True,1000,0100,True,1000,2300,False
gVmVqKTkgfFqXDg53t_nVQ,REGULAR,,,,1700,2100,False,1700,2100,False,1700,2100,False,1700,2200,False,1700,2200,False,1700,2100,False
GxhifC8yMJllH2pguLhrIg,REGULAR,1100,2130,False,1100,2130,False,1100,2130,False,1100,2130,False,1100,2200,False,1100,2200,False,1100,2130,False
V-dVahKTe8d5ikGUvgXzzA,REGULAR,0430,2030,False,0430,2030,False,0430,2030,False,0430,2030,False,0430,2030,False,0430,2030,False,0430,2030,False
uSM_sCp22BJWeatTDl6ODA,REGULAR,1130,2100,False,1130,2100,False,1130,2100,False,1130,2100,False,1130,2200,False,1100,2200,False,1100,2000,False
61kN14ljCzWOtIXaavTU_Q,REGULAR,1600,2200,False,1600,2200,False,,,,1100,2200,False,1100,2300,False,1000,2300,False,1000,2300,False
UtS03G9OuSNuEtm-lHcf7w,REGULAR,1600,0100,True,1600,0100,True,1600,0100,True,1600,0200,True,1600,0200,True,1600,0200,True,1600,0100,True
8I275yw-PcoFgiXROgdFMA,REGULAR,,,,1600,2200,False,1600,2200,False,1600,2200,False,1600,2300,False,1200,2300,False,1200,2000,False
YGSacISAJEsEGrBKFwR0Gg,REGULAR,,,,1600,0000,False,1600,0000,False,1600,0000,False,1600,0000,False,1600,0000,False,1600,0000,False
4HnToN8bByaPRTTehukvXw,REGULAR,1200,0100,True,1200,0100,True,1200,0100,True,1200,0100,True,1200,0100,True,1200,0100,True,1200,0100,True
9hTI2_9upvC5JI0oju1PtQ,REGULAR,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True,1100,0200,True
5Jm8du6LOoQGvGcaDuVj7w,REGULAR,1100,2300,False,1100,2300,False,1100,2300,False,1100,2300,False,1100,0100,True,1100,0100,True,1100,2300,False
fY2abIK1h4s6sUbgWu4bPQ,REGULAR,,,,1700,0000,False,1700,0000,False,1700,0100,True,1700,0100,True,1700,0100,True,,,
kF_0OkW9sTQQNIwQfbDE3Q,REGULAR,1700,2100,False,1700,2100,False,1130,2100,False,1130,2100,False,1130,2200,False,1000,2200,False,1000,1500,False
eZcy-jmMJyYurpAi4xRVvA,REGULAR,1500,2200,False,1500,2200,False,1500,2200,False,1500,2300,False,1200,2300,False,1200,2300,False,1200,2200,False
rU0hKHmjQHX63ymqF7-9TQ,REGULAR,1630,0100,True,1630,0100,True,1630,0100,True,1630,0100,True,1630,0100,True,1630,0100,True,1630,0100,True
h7ENzK5Vp6f1j6iU-U3g4w,REGULAR,1100,0100,True,1100,0100,True,1100,0100,True,1100,0100,True,1100,0100,True,0900,0100,True,0900,0100,True
